State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Tamil Nadu,Salem,Hasthampatti(Uzhavar Sandhai ),Apple,American,Local,05-09-2025,14000,18000,18000
Tamil Nadu,Salem,Hasthampatti(Uzhavar Sandhai ),Knool Khol,Knool Khol,Local,05-09-2025,5800,5800,5800
Tamil Nadu,Salem,Hasthampatti(Uzhavar Sandhai ),Lemon,Lemon,Local,05-09-2025,4000,5000,5000
Tamil Nadu,Salem,Hasthampatti(Uzhavar Sandhai ),Lime,Lime,Local,05-09-2025,3500,4000,4000
Tamil Nadu,Salem,Hasthampatti(Uzhavar Sandhai ),Orange,Darjeeling,Local,05-09-2025,20000,24000,24000
Tamil Nadu,Salem,Hasthampatti(Uzhavar Sandhai ),Pear(Marasebu),Pears,Local,05-09-2025,12000,12000,12000
Tamil Nadu,Salem,Hasthampatti(Uzhavar Sandhai ),Raddish,Raddish,Local,05-09-2025,2000,2200,2200
Tamil Nadu,Salem,Hasthampatti(Uzhavar Sandhai ),Tomato,Deshi,Local,05-09-2025,2400,2600,2600
Tamil Nadu,Salem,Hasthampatti(Uzhavar Sandhai ),Yam (Ratalu),Yam (Ratalu),Local,05-09-2025,9000,9000,9000
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ),Chikoos(Sapota),Sapota,Local,05-09-2025,3500,4000,4000
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ),Coconut,Coconut,Local,05-09-2025,6000,6500,6500
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ),Lemon,Lemon,Local,05-09-2025,4500,5000,5000
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ),Maize,Deshi Red,Local,05-09-2025,2500,3000,3000
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,05-09-2025,2200,2600,2600
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ),Tapioca,Tapioca,Local,05-09-2025,2500,3000,3000
Tamil Nadu,Salem,Mettur(Uzhavar Sandhai ),Amaranthus,Amaranthus,Local,05-09-2025,1500,2000,2000
Tamil Nadu,Salem,Mettur(Uzhavar Sandhai ),Chow Chow,Chow Chow,Local,05-09-2025,3500,4000,4000
Tamil Nadu,Salem,Mettur(Uzhavar Sandhai ),Cucumbar(Kheera),Cucumbar,Local,05-09-2025,3500,4000,4000
Tamil Nadu,Salem,Mettur(Uzhavar Sandhai ),Guava,Guava Alahabad,Local,05-09-2025,3500,4000,4000
Tamil Nadu,Salem,Mettur(Uzhavar Sandhai ),Lemon,Lemon,Local,05-09-2025,4500,5000,5000
Tamil Nadu,Salem,Mettur(Uzhavar Sandhai ),Maize,Deshi Red,Local,05-09-2025,2000,2500,2500
Tamil Nadu,Salem,Mettur(Uzhavar Sandhai ),Onion,Bellary,Local,05-09-2025,3000,3400,3400
Tamil Nadu,Salem,Mettur(Uzhavar Sandhai ),Raddish,Raddish,Local,05-09-2025,1500,2000,2000
Tamil Nadu,Salem,Sooramangalam(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,05-09-2025,3000,3400,3400
Tamil Nadu,Salem,Sooramangalam(Uzhavar Sandhai ),Cluster beans,Cluster Beans,Local,05-09-2025,3400,3600,3600
Tamil Nadu,Salem,Sooramangalam(Uzhavar Sandhai ),Cowpea(Veg),Cowpea (Veg),Local,05-09-2025,4500,5000,5000
Tamil Nadu,Salem,Sooramangalam(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,05-09-2025,8500,9000,9000
Tamil Nadu,Salem,Sooramangalam(Uzhavar Sandhai ),Green Peas,Green Peas,Local,05-09-2025,16000,17000,17000
Tamil Nadu,Salem,Sooramangalam(Uzhavar Sandhai ),Guava,Guava Alahabad,Local,05-09-2025,4000,4500,4500
Tamil Nadu,Salem,Sooramangalam(Uzhavar Sandhai ),Marigold(Calcutta),Marigold(Calcutta),Local,05-09-2025,14000,15000,15000
Tamil Nadu,Salem,Sooramangalam(Uzhavar Sandhai ),Papaya,Papaya,Local,05-09-2025,3000,3500,3500
Tamil Nadu,Salem,Sooramangalam(Uzhavar Sandhai ),Potato,(Red Nanital),Local,05-09-2025,3200,3500,3500
Tamil Nadu,Salem,Sooramangalam(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,05-09-2025,4000,4400,4400
Tamil Nadu,Salem,Sooramangalam(Uzhavar Sandhai ),Rose(Local),Rose (Local),Local,05-09-2025,7000,8000,8000
Tamil Nadu,Salem,Sooramangalam(Uzhavar Sandhai ),Snakeguard,Snakeguard,Local,05-09-2025,3200,3400,3400
Tamil Nadu,Salem,Thammampatti (Uzhavar Sandhai ),Bhindi(Ladies Finger),Bhindi,Local,05-09-2025,2200,2500,2500
Tamil Nadu,Salem,Thammampatti (Uzhavar Sandhai ),Capsicum,Capsicum,Local,05-09-2025,7000,7500,7500
Tamil Nadu,Salem,Thammampatti (Uzhavar Sandhai ),Drumstick,Drumstick,Local,05-09-2025,2800,3200,3200
Tamil Nadu,Salem,Thammampatti (Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,05-09-2025,8200,8800,8800
Tamil Nadu,Salem,Thammampatti (Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,05-09-2025,4500,4800,4800
Tamil Nadu,Salem,Thammampatti (Uzhavar Sandhai ),Raddish,Raddish,Local,05-09-2025,1800,2200,2200
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ),Cauliflower,Ranchi,Local,05-09-2025,2000,2500,2500
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ),Colacasia,Colacasia,Local,05-09-2025,6500,7000,7000
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,05-09-2025,3500,4000,4000
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ),Custard Apple (Sharifa),Custard Apple(Sharifa),Local,05-09-2025,3500,4000,4000
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ),Elephant Yam (Suran),Elephant Yam (Suran),Local,05-09-2025,5500,6000,6000
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,05-09-2025,4200,4500,4500
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ),Green Peas,Green Peas,Local,05-09-2025,13000,14000,14000
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ),Groundnut,Big (With Shell),Local,05-09-2025,5500,6000,6000
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ),Mango (Raw-Ripe),Mango - Raw-Ripe,Local,05-09-2025,7000,8000,8000
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,05-09-2025,3000,3400,3400
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ),Sweet Potato,Hosur Red,Local,05-09-2025,3500,4000,4000
Tamil Nadu,Sivaganga,Devakottai (Uzhavar Sandhai ),Brinjal,Round,Local,05-09-2025,5400,6600,6600
Tamil Nadu,Sivaganga,Devakottai (Uzhavar Sandhai ),Coconut,Coconut,Local,05-09-2025,7400,7600,7600
Tamil Nadu,Sivaganga,Devakottai (Uzhavar Sandhai ),Green Avare (W),Avare (W),Local,05-09-2025,4800,6600,6600
Tamil Nadu,Sivaganga,Devakottai (Uzhavar Sandhai ),Onion,Bellary,Local,05-09-2025,2800,3200,3200
Tamil Nadu,Sivaganga,Devakottai (Uzhavar Sandhai ),Onion Green,Onion Green,Local,05-09-2025,4600,4800,4800
Tamil Nadu,Sivaganga,Devakottai (Uzhavar Sandhai ),Potato,(Red Nanital),Local,05-09-2025,5000,5400,5400
Tamil Nadu,Sivaganga,Karaikudi(Uzhavar Sandhai ),Capsicum,Capsicum,Local,05-09-2025,7500,8500,8500
Tamil Nadu,Sivaganga,Karaikudi(Uzhavar Sandhai ),Chow Chow,Chow Chow,Local,05-09-2025,3000,3200,3200
Tamil Nadu,Sivaganga,Karaikudi(Uzhavar Sandhai ),Cluster beans,Cluster Beans,Local,05-09-2025,3500,4000,4000
Tamil Nadu,Sivaganga,Karaikudi(Uzhavar Sandhai ),Mashrooms,Mashrooms,Local,05-09-2025,22500,22500,22500
Tamil Nadu,Sivaganga,Karaikudi(Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,05-09-2025,4500,4500,4500
Tamil Nadu,Sivaganga,Karaikudi(Uzhavar Sandhai ),Onion,Bellary,Local,05-09-2025,2800,3200,3200
Tamil Nadu,Sivaganga,Singampunari(Uzhavar Sandhai ),Beans,Beans (Whole),Local,05-09-2025,5000,6000,6000
Tamil Nadu,Sivaganga,Singampunari(Uzhavar Sandhai ),Cauliflower,Ranchi,Local,05-09-2025,2500,3000,3000
Tamil Nadu,Sivaganga,Singampunari(Uzhavar Sandhai ),Cluster beans,Cluster Beans,Local,05-09-2025,3500,3500,3500
Tamil Nadu,Sivaganga,Singampunari(Uzhavar Sandhai ),Onion,Bellary,Local,05-09-2025,2500,3000,3000
Tamil Nadu,Sivaganga,Singampunari(Uzhavar Sandhai ),Snakeguard,Snakeguard,Local,05-09-2025,3500,4000,4000
Tamil Nadu,Sivaganga,Singampunari(Uzhavar Sandhai ),Yam (Ratalu),Yam (Ratalu),Local,05-09-2025,7000,8000,8000
Tamil Nadu,Sivaganga,Sivagangai (Uzhavar Sandhai ),Ashgourd,Gouard,Local,05-09-2025,2200,2600,2600
Tamil Nadu,Sivaganga,Sivagangai (Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,05-09-2025,3800,4200,4200
Tamil Nadu,Sivaganga,Sivagangai (Uzhavar Sandhai ),Carrot,Pusakesar,Local,05-09-2025,4600,6600,6600
Tamil Nadu,Sivaganga,Sivagangai (Uzhavar Sandhai ),Chow Chow,Chow Chow,Local,05-09-2025,2600,3200,3200
Tamil Nadu,Sivaganga,Sivagangai (Uzhavar Sandhai ),Lime,Lime,Local,05-09-2025,13000,14000,14000
Tamil Nadu,Sivaganga,Sivagangai (Uzhavar Sandhai ),Onion Green,Onion Green,Local,05-09-2025,4400,4600,4600
Tamil Nadu,Sivaganga,Sivagangai (Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,05-09-2025,2600,3200,3200
Tamil Nadu,Sivaganga,Sivagangai (Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,05-09-2025,3800,5600,5600
Tamil Nadu,Sivaganga,Tirupatthur(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,05-09-2025,4500,5000,5000
Tamil Nadu,Sivaganga,Tirupatthur(Uzhavar Sandhai ),Knool Khol,Knool Khol,Local,05-09-2025,4500,5000,5000
Tamil Nadu,Sivaganga,Tirupatthur(Uzhavar Sandhai ),Onion,Bellary,Local,05-09-2025,2800,3200,3200
Tamil Nadu,Sivaganga,Tirupatthur(Uzhavar Sandhai ),Snakeguard,Snakeguard,Local,05-09-2025,4500,5000,5000
Tamil Nadu,Tenkasi,Sankarankoil(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,05-09-2025,2000,2000,2000
Tamil Nadu,Tenkasi,Sankarankoil(Uzhavar Sandhai ),Coconut,Coconut,Local,05-09-2025,7000,7000,7000
Tamil Nadu,Tenkasi,Sankarankoil(Uzhavar Sandhai ),Guava,Guava Alahabad,Local,05-09-2025,3000,3000,3000
Tamil Nadu,Tenkasi,Sankarankoil(Uzhavar Sandhai ),Raddish,Raddish,Local,05-09-2025,3500,3500,3500
Tamil Nadu,Tenkasi,Sankarankoil(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,05-09-2025,4800,4800,4800
Tamil Nadu,Tenkasi,Sankarankoil(Uzhavar Sandhai ),Snakeguard,Snakeguard,Local,05-09-2025,3500,3500,3500
Tamil Nadu,Tenkasi,Tenkasi(Uzhavar Sandhai ),Ashgourd,Gouard,Local,05-09-2025,2000,2000,2000
Tamil Nadu,Tenkasi,Tenkasi(Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,05-09-2025,2000,2500,2500
Tamil Nadu,Tenkasi,Tenkasi(Uzhavar Sandhai ),Bhindi(Ladies Finger),Bhindi,Local,05-09-2025,4000,4000,4000
Tamil Nadu,Tenkasi,Tenkasi(Uzhavar Sandhai ),Colacasia,Colacasia,Local,05-09-2025,5000,5000,5000
Tamil Nadu,Tenkasi,Tenkasi(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,05-09-2025,4000,4000,4000
Tamil Nadu,Tenkasi,Tenkasi(Uzhavar Sandhai ),Elephant Yam (Suran),Elephant Yam (Suran),Local,05-09-2025,6000,6000,6000
Tamil Nadu,Tenkasi,Tenkasi(Uzhavar Sandhai ),Jack Fruit,Jack Fruit,Local,05-09-2025,2500,2500,2500
Tamil Nadu,Tenkasi,Tenkasi(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,05-09-2025,4000,4000,4000
Tamil Nadu,Tenkasi,Tenkasi(Uzhavar Sandhai ),Tender Coconut,Tender Coconut,Local,05-09-2025,3500,3500,3500
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ),Banana,Besrai,Local,05-09-2025,4000,6000,6000
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ),Carrot,Pusakesar,Local,05-09-2025,6000,8000,8000
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ),Chow Chow,Chow Chow,Local,05-09-2025,3000,3000,3000
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,05-09-2025,6000,9000,9000
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ),Papaya,Papaya,Local,05-09-2025,3000,3000,3000
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,05-09-2025,3000,3000,3000
Tamil Nadu,Thanjavur,Papanasam(Uzhavar Sandhai ),Banana,Besrai,Local,05-09-2025,4000,6000,6000
Tamil Nadu,Thanjavur,Papanasam(Uzhavar Sandhai ),Snakeguard,Snakeguard,Local,05-09-2025,4000,4000,4000
Tamil Nadu,Thanjavur,Pattukottai(Uzhavar Sandhai ),Amaranthus,Amaranthus,Local,05-09-2025,2000,2000,2000
Tamil Nadu,Thanjavur,Pattukottai(Uzhavar Sandhai ),Ashgourd,Gouard,Local,05-09-2025,2600,2600,2600
Tamil Nadu,Thanjavur,Pattukottai(Uzhavar Sandhai ),Beans,Beans (Whole),Local,05-09-2025,5600,5600,5600
Tamil Nadu,Thanjavur,Pattukottai(Uzhavar Sandhai ),Bhindi(Ladies Finger),Bhindi,Local,05-09-2025,3200,3200,3200
Tamil Nadu,Thanjavur,Pattukottai(Uzhavar Sandhai ),Elephant Yam (Suran),Elephant Yam (Suran),Local,05-09-2025,7600,7600,7600
Tamil Nadu,Thanjavur,Pattukottai(Uzhavar Sandhai ),Jack Fruit,Jack Fruit,Local,05-09-2025,3500,3500,3500
Tamil Nadu,Thanjavur,Pattukottai(Uzhavar Sandhai ),Lime,Lime,Local,05-09-2025,4000,4000,4000
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ),Coconut,Coconut,Local,05-09-2025,7000,7000,7000
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ),Colacasia,Colacasia,Local,05-09-2025,4600,4600,4600
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ),Elephant Yam (Suran),Elephant Yam (Suran),Local,05-09-2025,5600,5600,5600
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ),Grapes,Annabesahai,Local,05-09-2025,12000,12000,12000
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,05-09-2025,5000,5000,5000
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ),Papaya,Papaya,Local,05-09-2025,5000,5000,5000
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ),Pineapple,Pine Apple,Local,05-09-2025,10000,10000,10000
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,05-09-2025,2800,2800,2800
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ),Rose(Local),Rose (Local),Local,05-09-2025,28000,30000,30000
Tamil Nadu,The Nilgiris,Coonoor(Uzhavar Sandhai ),Cauliflower,Ranchi,Local,05-09-2025,4000,4500,4500
Tamil Nadu,The Nilgiris,Coonoor(Uzhavar Sandhai ),Drumstick,Drumstick,Local,05-09-2025,6000,6500,6500
Tamil Nadu,The Nilgiris,Coonoor(Uzhavar Sandhai ),Onion Green,Onion Green,Local,05-09-2025,4000,4200,4200
Tamil Nadu,The Nilgiris,Coonoor(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,05-09-2025,4000,4500,4500
Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ),Beetroot,Beetroot,Local,05-09-2025,4500,5000,5000
Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ),Capsicum,Capsicum,Local,05-09-2025,6000,7000,7000
Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ),Cowpea(Veg),Cowpea (Veg),Local,05-09-2025,3500,4000,4000
Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ),Drumstick,Drumstick,Local,05-09-2025,6000,7000,7000
Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,05-09-2025,4500,5000,5000
Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ),Turnip,Turnip,Local,05-09-2025,3500,4000,4000
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ),Ashgourd,Gouard,Local,05-09-2025,3000,3200,3200
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ),Beans,Beans (Whole),Local,05-09-2025,5000,5500,5500
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ),Cluster beans,Cluster Beans,Local,05-09-2025,4500,5000,5000
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ),Green Peas,Green Peas,Local,05-09-2025,10000,12000,12000
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ),Guava,Guava Alahabad,Local,05-09-2025,5000,6000,6000
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ),Mango (Raw-Ripe),Mango - Raw-Ripe,Local,05-09-2025,8000,10000,10000
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ),Tapioca,Tapioca,Local,05-09-2025,3000,3500,3500
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ),Thondekai,Thondekai,Local,05-09-2025,4500,5000,5000
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Green Avare (W),Avare (W),Local,05-09-2025,4500,5000,5000
Tamil Nadu,Theni,Bodinayakanur(Uzhavar Sandhai ),Beans,Beans (Whole),Local,05-09-2025,6000,6000,6000
Tamil Nadu,Theni,Bodinayakanur(Uzhavar Sandhai ),Bhindi(Ladies Finger),Bhindi,Local,05-09-2025,2700,3000,3000
Tamil Nadu,Theni,Bodinayakanur(Uzhavar Sandhai ),Drumstick,Drumstick,Local,05-09-2025,5000,6200,6200
Tamil Nadu,Theni,Bodinayakanur(Uzhavar Sandhai ),Elephant Yam (Suran),Elephant Yam (Suran),Local,05-09-2025,4500,4700,4700
Tamil Nadu,Theni,Bodinayakanur(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,05-09-2025,6500,7000,7000
Tamil Nadu,Theni,Bodinayakanur(Uzhavar Sandhai ),Knool Khol,Knool Khol,Local,05-09-2025,2500,2600,2600
Tamil Nadu,Theni,Bodinayakanur(Uzhavar Sandhai ),Snakeguard,Snakeguard,Local,05-09-2025,3300,3600,3600
Tamil Nadu,Theni,Chinnamanur(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,05-09-2025,7800,7800,7800
Tamil Nadu,Theni,Chinnamanur(Uzhavar Sandhai ),Indian Beans (Seam),Indian Beans (Seam),Local,05-09-2025,5000,5000,5000
Tamil Nadu,Theni,Chinnamanur(Uzhavar Sandhai ),Lime,Lime,Local,05-09-2025,12000,12000,12000
Tamil Nadu,Theni,Chinnamanur(Uzhavar Sandhai ),Sweet Potato,Hosur Red,Local,05-09-2025,4600,4600,4600
Tamil Nadu,Theni,Devaram(Uzhavar Sandhai ),Bitter gourd,Bitter Gourd,Local,05-09-2025,3000,3000,3000
Tamil Nadu,Theni,Devaram(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,05-09-2025,1600,1600,1600
Tamil Nadu,Theni,Devaram(Uzhavar Sandhai ),Cabbage,Cabbage,Local,05-09-2025,2000,2000,2000
Tamil Nadu,Theni,Devaram(Uzhavar Sandhai ),Cluster beans,Cluster Beans,Local,05-09-2025,3000,3000,3000
Tamil Nadu,Theni,Devaram(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,05-09-2025,3000,3000,3000
Tamil Nadu,Theni,Devaram(Uzhavar Sandhai ),Knool Khol,Knool Khol,Local,05-09-2025,2400,2400,2400
Tamil Nadu,Theni,Devaram(Uzhavar Sandhai ),Raddish,Raddish,Local,05-09-2025,2200,2200,2200
Tamil Nadu,Theni,Devaram(Uzhavar Sandhai ),Tapioca,Tapioca,Local,05-09-2025,2500,2500,2500
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ),Bhindi(Ladies Finger),Bhindi,Local,05-09-2025,2800,3000,3000
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,05-09-2025,1200,1300,1300
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ),Carrot,Pusakesar,Local,05-09-2025,6000,6200,6200
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ),Cluster beans,Cluster Beans,Local,05-09-2025,3500,4000,4000
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,05-09-2025,3000,3000,3000
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ),Elephant Yam (Suran),Elephant Yam (Suran),Local,05-09-2025,5000,5000,5000
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ),Knool Khol,Knool Khol,Local,05-09-2025,2400,2400,2400
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ),Papaya,Papaya,Local,05-09-2025,2500,3000,3000
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ),Thondekai,Thondekai,Local,05-09-2025,3000,3000,3000
Tamil Nadu,Theni,Periyakulam(Uzhavar Sandhai ),Cabbage,Cabbage,Local,05-09-2025,1800,2000,2000
Tamil Nadu,Theni,Periyakulam(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,05-09-2025,3000,3000,3000
Tamil Nadu,Theni,Periyakulam(Uzhavar Sandhai ),Elephant Yam (Suran),Elephant Yam (Suran),Local,05-09-2025,4400,4600,4600
Tamil Nadu,Theni,Periyakulam(Uzhavar Sandhai ),Lemon,Lemon,Local,05-09-2025,6000,6500,6500
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ),Betal Leaves,Mysore,Local,05-09-2025,18000,18000,18000
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ),Grapes,Annabesahai,Local,05-09-2025,10000,10000,10000
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ),Mashrooms,Mashrooms,Local,05-09-2025,5000,5000,5000
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ),Orange,Darjeeling,Local,05-09-2025,12000,26000,26000
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ),Papaya,Papaya,Local,05-09-2025,2500,3000,3000
Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ),Amla(Nelli Kai),Amla,Local,05-09-2025,9000,9000,9000
Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,05-09-2025,3000,3000,3000
Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,05-09-2025,4000,4000,4000
Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ),Thondekai,Thondekai,Local,05-09-2025,3600,3600,3600
Tamil Nadu,Thiruchirappalli,Manachanallur(Uzhavar Sandhai ),Ashgourd,Gouard,Local,05-09-2025,2000,2000,2000
Tamil Nadu,Thiruchirappalli,Manachanallur(Uzhavar Sandhai ),Bhindi(Ladies Finger),Bhindi,Local,05-09-2025,3000,3000,3000
Tamil Nadu,Thiruchirappalli,Manachanallur(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,05-09-2025,2500,2500,2500
Tamil Nadu,Thiruchirappalli,Manachanallur(Uzhavar Sandhai ),Brinjal,Round,Local,05-09-2025,4000,4600,4600
Tamil Nadu,Thiruchirappalli,Manachanallur(Uzhavar Sandhai ),Coconut,Coconut,Local,05-09-2025,8000,8000,8000
Tamil Nadu,Thiruchirappalli,Manachanallur(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,05-09-2025,9500,9500,9500
Tamil Nadu,Thiruchirappalli,Manachanallur(Uzhavar Sandhai ),Onion Green,Onion Green,Local,05-09-2025,5000,5000,5000
Tamil Nadu,Thiruchirappalli,Manachanallur(Uzhavar Sandhai ),Raddish,Raddish,Local,05-09-2025,3000,3000,3000
Tamil Nadu,Thiruchirappalli,Manachanallur(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,05-09-2025,4000,4600,4600
Tamil Nadu,Thiruchirappalli,Manapparai(Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,05-09-2025,3000,3000,3000
Tamil Nadu,Thiruchirappalli,Manapparai(Uzhavar Sandhai ),Coconut,Coconut,Local,05-09-2025,8000,8000,8000
Tamil Nadu,Thiruchirappalli,Manapparai(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,05-09-2025,3400,3400,3400
Tamil Nadu,Thiruchirappalli,Manapparai(Uzhavar Sandhai ),Drumstick,Drumstick,Local,05-09-2025,5600,5600,5600
Tamil Nadu,Thiruchirappalli,Manapparai(Uzhavar Sandhai ),Mango (Raw-Ripe),Mango - Raw-Ripe,Local,05-09-2025,9000,9000,9000
Tamil Nadu,Thiruchirappalli,Manapparai(Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,05-09-2025,4000,4000,4000
Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ),Amaranthus,Amaranthus,Local,05-09-2025,2000,2000,2000
Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,05-09-2025,2500,2500,2500
Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ),Bitter gourd,Bitter Gourd,Local,05-09-2025,3500,4000,4000
Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,05-09-2025,1500,2000,2000
Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ),Chow Chow,Chow Chow,Local,05-09-2025,3000,3500,3500
Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ),Cluster beans,Cluster Beans,Local,05-09-2025,3600,4000,4000
Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,05-09-2025,2600,3000,3000
